"","caseid","V1","V2","V3","V4","V5","V6","V7"
"8570","20161009161841","21","01","No answer","01","715","0","45"
"8571","20161009161843","43","01","Full time","01","600","0","315"
"8572","20161009161844","32","02","Part time","01","330","0","55"
"8573","20161009161845","31","02","Full time","01","540","0","180"
"8574","20161009161851","29","01","Full time","01","465","0","195"
"8575","20161009161852","68","01","Part time","01","390","0","220"
"8576","20161009161858","38","02","Full time","01","590","0","15"
"8577","20161009161860","22","01","Full time","01","520","0","230"
"8578","20161009161862","45","02","Full time","01","675","0","295"
"8579","20161009161863","66","01","No answer","02","240","0","435"
"8580","20161009161865","62","01","Part time","01","465","0","60"
"8581","20161009161866","77","02","No answer","02","585","0","715"
"8582","20161009161867","58","02","No answer","01","480","0","180"
"8583","20161009161870","75","02","No answer","01","590","0","240"
"8584","20161009161871","58","01","Full time","01","420","0","278"
"8585","20161009161872","63","01","No answer","01","505","0","720"
"8586","20161009161876","74","02","Part time","01","555","0","570"
"8587","20161009161882","42","02","Full time","01","120","0","0"
"8588","20161009161884","54","02","No answer","02","760","0","435"
"8589","20161009161894","49","01","Full time","01","507","0","90"
"8590","20161009161900","27","02","No answer","01","540","0","335"
"8591","20161009161901","73","01","No answer","01","420","0","840"
"8592","20161009161904","78","02","No answer","01","490","0","365"
"8593","20161009161906","43","01","Full time","01","472","0","300"
"8594","20161009161909","60","02","Full time","01","365","0","290"
"8595","20161009161910","61","01","Full time","01","660","0","545"
"8596","20161009161912","26","02","No answer","01","120","0","140"
"8597","20161009161918","62","01","Full time","01","540","0","295"
"8598","20161009161919","71","01","Part time","01","480","0","215"
"8599","20161009161922","36","02","Part time","01","510","0","285"
"8600","20161009161923","80","02","Part time","01","600","0","245"
"8601","20161009161932","79","01","No answer","01","510","0","235"
"8602","20161009161935","51","02","Part time","01","420","0","105"
"8603","20161009161943","65","01","Part time","01","450","0","850"
"8604","20161009161948","56","02","Full time","01","625","0","10"
"8605","20161009161950","51","02","Full time","01","510","0","137"
"8606","20161009161955","44","01","Full time","01","630","0","435"
"8607","20161009161964","41","01","Full time","01","687","0","175"
"8608","20161009161967","85","02","No answer","02","415","0","340"
"8609","20161009161968","79","02","No answer","02","294","0","227"
"8610","20161009161970","30","02","Part time","01","405","0","499"
"8611","20161009161972","63","02","No answer","01","369","0","953"
"8612","20161009161981","67","01","Full time","01","540","0","390"
"8613","20161009161985","64","01","No answer","01","570","0","200"
"8614","20161009161991","48","01","Full time","01","660","0","420"
"8615","20161009161994","35","01","Full time","01","630","0","580"
"8616","20161009162005","39","01","Full time","01","345","0","175"
"8617","20161009162008","63","02","No answer","01","529","0","395"
"8618","20161009162016","34","01","Full time","01","822","0","125"
"8619","20161009162017","49","02","No answer","02","345","0","590"
"8620","20161009162019","68","02","No answer","01","510","0","365"
"8621","20161009162023","67","01","No answer","02","625","0","680"
"8622","20161009162032","46","02","No answer","01","600","0","375"
"8623","20161009162034","66","01","No answer","01","475","0","165"
"8624","20161009162035","80","01","No answer","01","590","0","225"
"8625","20161009162039","44","02","Full time","01","360","0","142"
"8626","20161009162040","15","01","No answer","01","625","270","480"
"8627","20161009162041","63","02","Full time","02","667","0","180"
"8628","20161009162042","40","01","No answer","01","390","0","470"
"8629","20161009162048","36","02","Full time","01","390","0","0"
"8630","20161009162050","67","01","Full time","01","600","0","0"
"8631","20161009162051","60","01","Full time","01","585","0","90"
"8632","20161009162052","80","01","No answer","01","725","0","564"
"8633","20161009162053","35","02","No answer","01","660","0","420"
"8634","20161009162054","50","02","Full time","01","390","0","305"
"8635","20161009162059","74","02","No answer","01","540","0","380"
"8636","20161009162070","69","02","Part time","01","585","0","373"
"8637","20161009162074","58","02","Full time","01","455","0","235"
"8638","20161009162077","85","02","No answer","01","360","0","420"
"8639","20161009162079","85","02","No answer","01","465","0","803"
"8640","20161009162081","33","02","Full time","01","563","0","225"
"8641","20161009162087","48","02","Full time","01","525","0","105"
"8642","20161009162091","72","02","No answer","02","570","0","493"
"8643","20161009162097","59","01","Full time","01","420","0","175"
"8644","20161009162098","66","02","No answer","01","480","0","300"
"8645","20161009162101","61","01","Full time","01","510","0","150"
"8646","20161009162106","57","02","Part time","01","525","0","360"
"8647","20161009162111","68","02","No answer","01","690","0","300"
"8648","20161009162112","80","01","No answer","02","445","0","720"
"8649","20161009162113","43","01","Full time","01","720","0","210"
"8650","20161009162114","47","01","Full time","01","830","0","420"
"8651","20161009162116","43","01","Full time","01","540","0","45"
"8652","20161009162119","66","02","Part time","01","330","0","30"
"8653","20161009162121","40","02","Full time","01","495","0","335"
"8654","20161009162126","44","02","Full time","01","450","0","15"
"8655","20161009162130","59","02","No answer","01","753","0","490"
"8656","20161009162132","30","01","Full time","01","450","0","225"
"8657","20161009162135","75","01","No answer","01","505","0","564"
"8658","20161009162136","53","01","Full time","01","350","0","585"
"8659","20161009162137","65","02","No answer","01","480","0","505"
"8660","20161009162139","78","01","Part time","02","430","0","740"
"8661","20161009162146","29","02","Full time","01","450","0","30"
"8662","20161009162148","57","02","No answer","02","630","0","285"
"8663","20161009162152","28","01","Full time","01","480","0","175"
"8664","20161009162156","56","02","Full time","01","425","0","130"
"8665","20161009162158","57","02","No answer","01","450","0","78"
"8666","20161009162163","52","02","Full time","01","717","0","499"
"8667","20161009162164","85","02","No answer","02","630","0","105"
"8668","20161009162166","15","02","No answer","01","705","0","245"
"8669","20161009162170","34","02","Full time","01","714","0","60"
"8670","20161009162172","66","01","No answer","01","510","0","200"
"8671","20161009162173","85","02","No answer","02","748","0","360"
"8672","20161009162174","45","02","Full time","01","750","0","150"
"8673","20161009162175","61","02","No answer","01","510","0","140"
"8674","20161009162177","73","01","No answer","01","360","0","827"
"8675","20161009162178","54","01","Full time","01","420","0","219"
"8676","20161009162181","85","01","No answer","02","675","0","165"
"8677","20161009162187","35","02","No answer","01","515","0","207"
"8678","20161009162189","67","02","No answer","01","600","0","150"
"8679","20161009162191","38","02","Full time","01","430","0","75"
"8680","20161009162193","66","01","Full time","01","415","0","120"
"8681","20161009162194","32","01","Part time","01","240","980","125"
"8682","20161009162198","68","02","No answer","01","670","0","315"
"8683","20161009162201","80","02","No answer","02","675","0","360"
"8684","20161009162202","79","02","Part time","01","750","0","165"
"8685","20161009162203","32","02","Part time","01","430","0","230"
"8686","20161009162205","36","01","Full time","01","480","0","375"
"8687","20161009162206","66","02","No answer","01","540","0","283"
"8688","20161009162207","85","01","No answer","01","605","0","355"
"8689","20161009162210","51","01","No answer","01","600","0","342"
"8690","20161009162211","46","01","Full time","01","390","0","135"
"8691","20161009162212","77","02","No answer","01","470","0","610"
"8692","20161009162215","37","01","Full time","01","410","0","245"
"8693","20161009162220","67","02","No answer","01","450","0","380"
"8694","20161009162222","74","02","No answer","01","500","0","300"
"8695","20161009162232","61","02","No answer","02","796","0","540"
"8696","20161009162235","67","02","Part time","01","480","0","180"
"8697","20161009162239","55","01","Full time","01","504","0","70"
"8698","20161009162247","62","02","Part time","01","435","0","175"
"8699","20161009162248","45","01","Full time","01","368","0","30"
"8700","20161009162254","25","02","Full time","01","765","0","0"
"8701","20161009162255","30","01","Full time","01","450","0","315"
"8702","20161009162257","63","02","No answer","01","630","0","450"
"8703","20161009162261","65","01","No answer","01","480","0","585"
"8704","20161009162264","72","02","No answer","01","420","0","747"
"8705","20161009162265","63","01","No answer","02","630","0","590"
"8706","20161009162275","52","02","Part time","01","480","0","265"
"8707","20161009162277","38","02","No answer","01","580","0","500"
"8708","20161009162281","60","01","No answer","01","720","0","690"
"8709","20161009162283","27","02","No answer","01","498","0","233"
"8710","20161009162288","64","01","Full time","01","663","0","20"
"8711","20161009162290","45","02","Full time","01","580","0","160"
"8712","20161009162292","39","01","Full time","01","465","0","218"
"8713","20161009162293","35","01","Full time","01","510","0","60"
"8714","20161009162294","43","02","Full time","01","475","0","40"
"8715","20161009162302","47","02","Full time","01","330","0","240"
"8716","20161009162304","43","02","Full time","01","535","0","165"
"8717","20161009162306","15","01","No answer","01","480","0","180"
"8718","20161009162309","49","02","No answer","02","355","0","885"
"8719","20161009162310","47","01","Full time","01","360","0","30"
"8720","20161009162312","69","02","No answer","01","600","0","650"
"8721","20161009162313","57","02","Full time","01","615","0","150"
"8722","20161009162314","58","02","No answer","01","480","0","502"
"8723","20161009162316","85","02","No answer","02","525","0","600"
"8724","20161009162317","46","01","Full time","01","410","0","285"
"8725","20161009162318","31","02","Full time","01","404","0","212"
"8726","20161009162320","28","01","Full time","01","510","0","680"
"8727","20161009162325","27","02","Full time","01","600","0","510"
"8728","20161009162329","48","02","Full time","01","858","0","120"
"8729","20161009162334","26","01","Full time","01","662","0","180"
"8730","20161009162338","39","02","No answer","01","411","0","177"
"8731","20161009162342","69","02","No answer","01","460","0","320"
"8732","20161009162344","15","01","No answer","01","667","0","30"
"8733","20161009162347","39","01","Full time","01","603","0","0"
"8734","20161009162350","58","02","Part time","01","460","0","320"
"8735","20161009162357","34","02","Full time","01","755","0","269"
"8736","20161009162360","24","02","Full time","02","377","0","360"
"8737","20161009162363","49","01","Full time","01","480","0","130"
"8738","20161009162365","66","01","No answer","02","630","0","720"
"8739","20161009162366","35","02","Full time","01","433","0","225"
"8740","20161009162367","56","02","Full time","01","570","0","120"
"8741","20161009162371","80","01","No answer","01","300","0","65"
"8742","20161009162374","45","02","Full time","01","478","0","85"
"8743","20161009162375","28","01","Full time","01","450","0","100"
"8744","20161009162380","52","02","No answer","01","755","0","165"
"8745","20161009162383","27","01","Full time","01","280","0","350"
"8746","20161009162384","67","02","Full time","01","720","0","122"
"8747","20161009162388","41","01","No answer","02","593","0","280"
"8748","20161009162391","29","01","Full time","01","355","0","417"
"8749","20161009162393","80","02","No answer","02","570","0","450"
"8750","20161009162394","59","01","Full time","01","600","0","485"
"8751","20161009162398","54","02","Full time","01","420","0","180"
"8752","20161009162399","79","01","Full time","01","420","0","250"
"8753","20161009162401","31","01","Full time","01","570","0","250"
"8754","20161009162402","80","02","No answer","01","450","0","750"
"8755","20161009162405","63","01","Full time","01","685","0","300"
"8756","20161009162408","70","01","Full time","02","450","0","467"
"8757","20161009162409","61","01","Full time","01","315","0","479"
"8758","20161009162410","42","02","Full time","01","460","0","330"
"8759","20161009162411","54","02","No answer","02","672","0","510"
"8760","20161009162412","35","02","Part time","01","440","30","90"
"8761","20161009162413","46","02","Full time","01","709","0","10"
"8762","20161009162415","53","01","Full time","01","800","0","0"
"8763","20161009162421","34","02","Full time","01","585","0","130"
"8764","20161009162430","50","02","No answer","02","210","0","645"
"8765","20161009162431","27","02","Full time","01","510","0","0"
"8766","20161009162433","57","01","Full time","01","405","0","165"
"8767","20161009162434","49","01","Part time","01","615","0","510"
"8768","20161009162445","73","02","No answer","01","435","0","285"
"8769","20161009162447","43","02","Full time","01","540","0","230"
"8770","20161009162451","58","02","Full time","01","420","0","60"
"8771","20161009162455","42","01","Full time","01","510","0","635"
"8772","20161009162456","31","01","Full time","01","420","0","120"
"8773","20161009162457","68","01","No answer","01","780","0","310"
"8774","20161009162458","64","02","No answer","01","570","0","365"
"8775","20161009162461","85","02","No answer","02","500","0","300"
"8776","20161009162462","62","02","No answer","01","590","0","420"
"8777","20161009162463","17","01","Part time","01","525","120","0"
"8778","20161009162466","85","01","No answer","01","510","0","510"
"8779","20161009162469","78","02","No answer","01","540","0","60"
"8780","20161009162473","30","02","No answer","01","500","0","213"
"8781","20161009162480","50","01","Full time","01","450","0","0"
"8782","20161009162481","34","01","Full time","01","614","0","0"
"8783","20161009162486","33","02","No answer","02","555","0","125"
"8784","20161009162490","36","01","Full time","01","591","0","4"
"8785","20161009162492","49","01","Full time","01","450","0","240"
"8786","20161009162495","36","01","Full time","01","1080","0","180"
"8787","20161009162498","61","01","No answer","01","420","0","900"
"8788","20161009162500","15","02","No answer","01","620","0","525"
"8789","20161009162501","56","02","Full time","01","510","0","15"
"8790","20161009162503","41","02","Full time","01","480","0","235"
"8791","20161009162504","16","02","No answer","01","670","0","680"
"8792","20161009162511","46","02","No answer","01","690","0","100"
"8793","20161010160011","26","02","Full time","01","365","0","60"
"8794","20161010160012","79","02","No answer","02","580","0","336"
"8795","20161010160017","28","01","Full time","01","360","0","90"
"8796","20161010160026","70","01","No answer","01","399","0","170"
"8797","20161010160027","16","01","No answer","02","579","0","145"
"8798","20161010160031","30","02","Part time","01","480","0","473"
"8799","20161010160056","32","01","Full time","01","540","0","150"
"8800","20161010160079","37","02","No answer","01","600","0","295"
"8801","20161010160080","57","02","Full time","01","560","0","100"
"8802","20161010160095","45","01","Full time","01","430","0","150"
"8803","20161010160105","62","01","No answer","01","600","0","675"
"8804","20161010160107","15","01","No answer","01","561","35","197"
"8805","20161010160129","17","01","Part time","01","720","0","210"
"8806","20161010160149","79","01","No answer","01","570","0","510"
"8807","20161010160175","53","02","Part time","01","390","0","360"
"8808","20161010160176","59","02","No answer","01","405","0","90"
"8809","20161010160521","64","02","No answer","01","645","0","275"
"8810","20161010160529","61","01","Full time","01","610","0","135"
"8811","20161010160536","76","02","No answer","01","505","0","210"
"8812","20161010160551","34","01","Full time","01","450","0","183"
"8813","20161010160553","78","02","No answer","02","648","0","260"
"8814","20161010160557","57","02","Full time","01","480","0","255"
"8815","20161010160609","48","02","Full time","01","555","0","30"
"8816","20161010160618","56","01","No answer","02","825","0","185"
"8817","20161010160619","48","01","Full time","01","855","0","120"
"8818","20161010160631","41","01","Full time","01","680","0","90"
"8819","20161010160632","73","02","No answer","01","585","0","450"
"8820","20161010160638","62","02","No answer","01","650","0","320"
"8821","20161010160639","56","02","No answer","02","510","0","405"
"8822","20161010160656","71","01","No answer","01","730","0","420"
"8823","20161010160659","27","01","Full time","01","630","0","495"
"8824","20161010160675","27","02","Full time","01","450","0","248"
"8825","20161010160680","52","01","Part time","01","390","0","135"
"8826","20161010160681","23","02","Full time","01","780","0","240"
"8827","20161010160722","51","02","Full time","01","393","0","395"
"8828","20161010160740","64","02","Full time","01","345","0","460"
"8829","20161010160752","55","02","No answer","02","839","0","600"
"8830","20161010160755","80","02","No answer","01","555","0","600"
"8831","20161010160758","32","01","Full time","01","510","0","870"
"8832","20161010160772","16","01","No answer","01","690","0","607"
"8833","20161010160782","85","02","No answer","01","450","0","385"
"8834","20161010160794","54","01","Full time","01","480","0","240"
"8835","20161010160799","66","01","No answer","02","533","0","310"
"8836","20161010160800","63","02","No answer","01","510","0","470"
"8837","20161010160828","57","01","Full time","01","540","0","230"
"8838","20161010160829","57","01","Full time","01","405","0","180"
"8839","20161010160837","67","01","Part time","01","435","0","725"
"8840","20161010160848","32","02","Full time","01","310","0","0"
"8841","20161010160854","74","01","Part time","01","450","0","582"
"8842","20161010160857","25","01","No answer","01","585","0","270"
"8843","20161010160858","51","01","Full time","01","625","0","0"
"8844","20161010160862","85","01","No answer","02","540","0","672"
"8845","20161010160888","49","01","Full time","01","420","0","444"
"8846","20161010160910","71","02","Part time","01","480","0","126"
"8847","20161010160921","73","01","No answer","01","534","0","840"
"8848","20161010160937","52","01","Full time","01","540","0","165"
"8849","20161010160941","61","01","Full time","01","645","0","570"
"8850","20161010160952","61","01","No answer","01","510","0","493"
"8851","20161010160968","62","01","Full time","01","420","0","150"
"8852","20161010160972","23","01","Full time","01","450","90","110"
"8853","20161010161006","57","01","Full time","01","405","0","165"
"8854","20161010161038","24","02","No answer","01","500","0","220"
"8855","20161010161047","58","02","No answer","02","450","0","375"
"8856","20161010161050","85","02","No answer","01","480","0","456"
"8857","20161010161086","67","01","No answer","01","510","0","788"
"8858","20161010161107","41","02","Full time","01","735","0","285"
"8859","20161010161145","39","01","Full time","01","645","0","515"
"8860","20161010161149","74","02","No answer","01","528","0","462"
"8861","20161010161152","37","02","No answer","01","705","0","0"
"8862","20161010161171","38","01","No answer","01","730","0","195"
"8863","20161010161182","77","02","No answer","02","715","0","425"
"8864","20161010161200","69","01","No answer","02","600","0","215"
"8865","20161010161212","27","02","Full time","01","780","0","300"
"8866","20161010161223","18","02","No answer","01","510","0","470"
"8867","20161010161230","17","01","Part time","01","585","30","544"
"8868","20161010161238","68","01","No answer","01","725","0","1"
"8869","20161010161245","64","01","Full time","01","570","0","230"
"8870","20161010161266","75","02","No answer","02","540","0","400"
"8871","20161010161270","53","02","Part time","01","480","0","305"
"8872","20161010161283","80","01","No answer","01","5","0","285"
"8873","20161010161301","69","02","No answer","01","470","0","600"
"8874","20161010161316","70","02","No answer","02","495","0","855"
"8875","20161010161329","18","02","Part time","01","475","120","0"
"8876","20161010161355","34","01","Full time","01","680","0","227"
"8877","20161010161360","74","02","No answer","01","570","0","345"
"8878","20161010161374","61","01","Part time","01","630","0","530"
"8879","20161010161376","47","02","Part time","01","600","0","315"
"8880","20161010161406","66","01","Part time","01","630","0","255"
"8881","20161010161429","71","02","No answer","01","480","0","561"
"8882","20161010161433","64","01","Full time","01","345","0","164"
"8883","20161010161435","56","02","No answer","01","360","0","513"
"8884","20161010161476","75","02","No answer","01","345","0","766"
"8885","20161010161484","55","01","Full time","01","660","0","270"
"8886","20161010161495","53","02","Full time","01","400","0","61"
"8887","20161010161501","65","02","Full time","01","480","0","317"
"8888","20161010161511","27","01","Full time","01","570","0","620"
"8889","20161010161516","68","01","No answer","01","540","0","850"
"8890","20161010161529","57","01","Full time","01","660","0","438"
"8891","20161010161539","35","01","Full time","01","1010","0","0"
"8892","20161010161541","67","01","No answer","01","510","0","370"
"8893","20161010161542","65","01","Part time","01","540","0","460"
"8894","20161010161543","50","02","Part time","01","675","0","210"
"8895","20161010161557","58","01","No answer","01","600","0","330"
"8896","20161010161574","41","02","No answer","01","335","0","270"
"8897","20161010161583","40","01","Full time","01","465","0","30"
"8898","20161010161585","57","02","Full time","01","1000","0","150"
"8899","20161010161646","63","01","Part time","01","480","0","500"
"8900","20161010161659","16","01","No answer","01","900","0","505"
"8901","20161010161664","79","01","No answer","01","507","0","402"
"8902","20161010161673","33","02","Full time","01","660","240","150"
"8903","20161010161692","55","02","No answer","01","480","0","210"
"8904","20161010161698","44","02","Part time","01","585","0","380"
"8905","20161010161699","72","02","No answer","02","960","0","440"
"8906","20161010161721","53","01","Full time","01","740","0","60"
"8907","20161010161723","60","01","No answer","01","720","0","420"
"8908","20161010161730","36","02","Part time","01","601","0","370"
"8909","20161010161753","34","01","Full time","01","570","0","220"
"8910","20161010161762","28","01","Full time","01","500","0","415"
"8911","20161010161767","23","02","Full time","01","200","0","250"
"8912","20161010161778","48","01","No answer","01","543","0","201"
"8913","20161010161800","61","01","No answer","01","510","0","570"
"8914","20161010161813","46","01","Full time","01","425","0","115"
"8915","20161010161858","48","01","Full time","01","495","0","275"
"8916","20161010161869","31","02","Full time","01","560","0","45"
"8917","20161010161874","28","01","Full time","01","600","0","0"
"8918","20161010161883","22","01","No answer","01","420","0","840"
"8919","20161010161884","39","01","Full time","01","580","0","15"
"8920","20161010161898","78","02","No answer","01","540","0","750"
"8921","20161010161926","47","01","Full time","01","380","0","230"
"8922","20161010161928","17","02","Part time","01","388","120","38"
"8923","20161010161957","45","02","Part time","01","580","0","30"
"8924","20161010161995","62","02","Part time","01","900","0","235"
"8925","20161010162009","26","01","Full time","01","710","0","245"
"8926","20161010162016","47","01","Full time","01","410","0","187"
"8927","20161010162017","37","01","Full time","01","590","0","505"
"8928","20161010162023","55","02","No answer","01","570","0","240"
"8929","20161010162024","70","02","No answer","02","765","0","640"
"8930","20161010162056","36","01","Full time","01","745","0","550"
"8931","20161010162069","80","01","Part time","02","570","0","670"
"8932","20161010162105","57","01","No answer","02","630","0","585"
"8933","20161010162113","36","01","Full time","01","450","0","130"
"8934","20161010162141","71","02","No answer","01","601","0","660"
"8935","20161010162144","48","01","Full time","01","510","0","333"
"8936","20161010162191","76","02","No answer","01","450","0","690"
"8937","20161010162195","37","01","Full time","01","570","0","120"
"8938","20161010162227","35","01","Full time","01","630","0","120"
"8939","20161010162255","35","02","Full time","01","480","120","740"
"8940","20161010162264","59","01","No answer","02","505","0","410"
"8941","20161010162266","40","01","Full time","01","420","0","330"
"8942","20161010162275","51","02","Full time","01","570","0","240"
"8943","20161010162276","60","01","Full time","01","510","0","220"
"8944","20161010162279","62","02","No answer","01","480","0","864"
"8945","20161010162304","73","01","No answer","01","620","0","305"
"8946","20161010162323","42","02","Full time","01","410","0","190"
"8947","20161010162352","32","02","No answer","01","570","0","90"
"8948","20161010162354","55","02","No answer","02","990","0","150"
"8949","20161010162362","66","01","Part time","01","185","0","0"
"8950","20161010162370","58","02","No answer","01","493","0","480"
"8951","20161010162396","43","01","Full time","01","540","0","491"
"8952","20161010162400","51","02","Part time","01","399","0","203"
"8953","20161010162404","32","02","Part time","01","420","0","70"
"8954","20161010162406","29","02","Full time","01","540","0","40"
"8955","20161010162417","35","01","Full time","01","444","0","300"
"8956","20161010162425","29","01","Full time","01","420","0","295"
"8957","20161010162430","63","02","Part time","01","570","0","125"
"8958","20161010162450","38","01","Full time","01","445","0","0"
"8959","20161010162452","40","02","Full time","01","540","0","0"
"8960","20161010162462","35","02","No answer","02","663","0","645"
"8961","20161010162477","34","01","Full time","01","360","0","150"
"8962","20161010162495","48","01","No answer","02","445","0","645"
"8963","20161108160961","54","01","Part time","01","570","0","720"
"8964","20161108162220","27","01","Part time","01","375","0","195"
"8965","20161109160066","67","01","No answer","01","480","0","360"
"8966","20161109160120","34","02","No answer","02","604","0","174"
"8967","20161109160134","21","02","Part time","01","555","240","30"
"8968","20161109160143","61","01","No answer","02","525","0","512"
"8969","20161109160512","30","01","Full time","01","435","0","75"
"8970","20161109160543","37","02","Full time","01","510","0","125"
"8971","20161109160547","30","01","Part time","01","480","0","260"
"8972","20161109160558","37","02","Full time","01","465","0","45"
"8973","20161109160575","79","01","No answer","02","1235","0","30"
"8974","20161109160594","26","02","Full time","01","695","0","470"
"8975","20161109160612","35","02","No answer","01","640","0","215"
"8976","20161109160624","41","01","Full time","01","420","0","60"
"8977","20161109160640","25","02","Part time","01","530","0","180"
"8978","20161109160641","61","01","No answer","02","480","0","610"
"8979","20161109160655","65","01","No answer","02","386","0","1041"
"8980","20161109160675","26","02","Full time","01","600","0","390"
"8981","20161109160695","22","02","Part time","01","714","150","315"
"8982","20161109160783","15","02","No answer","01","592","0","168"
"8983","20161109160787","63","01","No answer","01","540","0","480"
"8984","20161109160793","60","01","Full time","02","745","0","30"
"8985","20161109160808","30","01","Full time","01","505","0","60"
"8986","20161109160815","61","02","Full time","01","360","0","0"
"8987","20161109160825","46","02","Full time","01","640","0","240"
"8988","20161109160833","30","02","No answer","01","510","120","0"
"8989","20161109160840","61","01","Full time","01","450","0","135"
"8990","20161109160869","44","01","Full time","01","335","0","18"
"8991","20161109160873","68","01","Part time","01","420","0","411"
"8992","20161109160875","29","02","No answer","01","525","0","315"
"8993","20161109160890","17","01","No answer","01","679","0","551"
"8994","20161109160926","35","01","Full time","01","555","0","240"
"8995","20161109160954","73","02","Part time","01","510","0","495"
"8996","20161109160956","25","01","No answer","01","600","120","335"
"8997","20161109160973","40","02","Full time","01","510","0","194"
"8998","20161109160977","49","01","Full time","01","210","0","180"
"8999","20161109160982","16","01","No answer","01","850","0","300"
"9000","20161109161066","37","01","Full time","01","720","0","270"
"9001","20161109161067","27","01","Full time","01","750","0","300"
"9002","20161109161080","20","02","Part time","01","580","0","765"
"9003","20161109161082","36","02","No answer","01","690","0","0"
"9004","20161109161086","27","01","Full time","01","570","360","360"
"9005","20161109161090","48","01","Full time","01","450","0","130"
"9006","20161109161095","17","02","No answer","01","533","60","140"
"9007","20161109161110","70","02","No answer","01","540","0","145"
"9008","20161109161152","20","02","Full time","01","730","120","460"
"9009","20161109161157","48","02","Part time","01","435","0","200"
"9010","20161109161187","27","01","Full time","01","690","0","180"
"9011","20161109161241","74","02","No answer","02","635","0","150"
"9012","20161109161244","17","02","No answer","01","538","240","60"
"9013","20161109161245","18","02","No answer","01","850","120","60"
"9014","20161109161269","41","01","Full time","01","625","0","290"
"9015","20161109161270","25","01","Full time","01","735","0","525"
"9016","20161109161275","47","01","Full time","01","570","0","60"
"9017","20161109161277","85","02","No answer","01","570","0","495"
"9018","20161109161288","51","01","Full time","01","570","0","90"
"9019","20161109161303","44","01","Full time","01","645","510","180"
"9020","20161109161304","42","02","No answer","01","660","0","420"
"9021","20161109161324","51","01","Full time","01","460","0","550"
"9022","20161109161397","33","02","No answer","01","730","0","187"
"9023","20161109161407","56","02","Full time","01","450","0","53"
"9024","20161109161409","38","02","Part time","01","520","0","30"
"9025","20161109161411","73","01","No answer","01","570","0","525"
"9026","20161109161418","66","01","Full time","01","420","0","78"
"9027","20161109161469","29","02","Full time","02","520","0","95"
"9028","20161109161480","32","02","Part time","01","555","0","65"
"9029","20161109161491","45","02","Full time","01","495","0","110"
"9030","20161109161521","61","01","No answer","01","590","0","670"
"9031","20161109161523","26","02","Full time","01","780","0","565"
"9032","20161109161537","73","02","No answer","02","720","0","420"
"9033","20161109161565","25","01","No answer","01","675","0","469"
"9034","20161109161584","16","01","No answer","01","770","0","565"
"9035","20161109161589","78","01","No answer","01","730","0","660"
"9036","20161109161591","45","01","Full time","01","510","0","0"
"9037","20161109161599","46","02","Part time","01","405","420","120"
"9038","20161109161632","27","02","Full time","01","570","0","560"
"9039","20161109161638","42","02","Full time","02","438","0","0"
"9040","20161109161655","17","02","No answer","01","643","90","471"
"9041","20161109161656","35","02","No answer","01","510","0","435"
"9042","20161109161675","30","02","No answer","01","740","0","270"
"9043","20161109161705","18","02","Part time","01","580","0","0"
"9044","20161109161723","57","01","Full time","01","465","0","675"
"9045","20161109161727","46","01","Part time","01","565","0","30"
"9046","20161109161735","40","02","Part time","01","480","0","120"
"9047","20161109161742","47","02","Full time","01","450","298","20"
"9048","20161109161772","64","01","No answer","01","389","0","530"
"9049","20161109161783","55","02","Full time","01","420","0","225"
"9050","20161109161789","37","01","Full time","01","360","0","265"
"9051","20161109161796","67","01","Part time","02","390","0","425"
"9052","20161109161802","32","02","Part time","01","685","0","185"
"9053","20161109161808","85","02","No answer","01","470","0","565"
"9054","20161109161830","57","01","Part time","01","376","0","190"
"9055","20161109161833","68","02","No answer","01","360","0","434"
"9056","20161109161847","38","02","Part time","01","420","0","270"
"9057","20161109161891","47","02","Full time","01","480","0","150"
"9058","20161109161893","50","01","No answer","01","390","0","400"
"9059","20161109161898","63","02","Part time","01","525","0","90"
"9060","20161109161907","35","01","Full time","01","690","0","692"
"9061","20161109161911","33","02","Full time","01","406","0","60"
"9062","20161109161914","30","02","Full time","01","225","0","0"
"9063","20161109161930","75","01","No answer","02","549","0","708"
"9064","20161109161951","30","02","Part time","01","360","0","75"
"9065","20161109161959","30","02","Full time","01","510","0","107"
"9066","20161109161963","15","02","No answer","01","495","240","45"
"9067","20161109161980","51","02","Full time","01","470","0","10"
"9068","20161109161999","80","02","No answer","01","0","0","1330"
"9069","20161109162000","36","02","No answer","01","450","0","442"
"9070","20161109162029","68","02","Part time","01","440","0","190"
"9071","20161109162031","27","02","Full time","01","480","0","0"
"9072","20161109162049","35","01","Full time","01","465","0","90"
"9073","20161109162099","34","01","Full time","01","495","0","80"
"9074","20161109162105","38","02","Full time","01","506","0","25"
"9075","20161109162115","42","02","No answer","01","720","0","600"
"9076","20161109162127","29","02","Full time","01","610","0","115"
"9077","20161109162128","34","02","No answer","01","810","0","200"
"9078","20161109162147","66","02","No answer","02","390","0","360"
"9079","20161109162157","67","02","Part time","01","600","0","425"
"9080","20161109162165","27","02","Full time","01","455","0","180"
"9081","20161109162168","16","01","No answer","01","725","90","65"
"9082","20161109162185","63","02","Part time","02","780","0","230"
"9083","20161109162186","17","02","Part time","01","490","0","10"
"9084","20161109162188","57","02","Full time","01","186","0","405"
"9085","20161109162200","71","01","No answer","01","465","0","733"
"9086","20161109162225","71","02","No answer","01","450","0","50"
