"","caseid","V1","V2","V3","V4","V5","V6","V7"
"3179","20160403160971","85","02","No answer","02","595","0","388"
"3180","20160403160976","47","02","Full time","01","723","0","0"
"3181","20160403160979","29","01","Full time","01","535","0","60"
"3182","20160403160980","52","02","Part time","01","450","0","45"
"3183","20160403160985","85","01","No answer","02","435","0","15"
"3184","20160403160991","64","02","No answer","01","680","0","565"
"3185","20160403160998","85","02","No answer","02","450","0","545"
"3186","20160403161001","34","02","No answer","01","385","0","150"
"3187","20160403161003","37","01","Full time","01","585","0","90"
"3188","20160403161004","58","01","Full time","01","540","0","210"
"3189","20160403161006","29","02","Full time","01","630","0","518"
"3190","20160403161007","49","02","Full time","02","510","0","180"
"3191","20160403161013","60","01","Full time","01","360","0","260"
"3192","20160403161015","31","01","Full time","01","570","0","120"
"3193","20160403161021","54","02","No answer","01","540","0","340"
"3194","20160403161022","55","02","Part time","01","375","0","510"
"3195","20160403161027","56","02","Full time","01","360","0","225"
"3196","20160403161028","56","02","Full time","01","460","0","354"
"3197","20160403161032","38","02","Full time","01","430","0","22"
"3198","20160403161033","53","02","Part time","02","440","0","150"
"3199","20160403161040","33","01","Full time","01","370","0","360"
"3200","20160403161044","38","01","Full time","01","480","0","493"
"3201","20160403161047","35","01","Full time","01","525","0","360"
"3202","20160403161048","48","01","Full time","01","480","0","223"
"3203","20160403161050","72","02","No answer","01","480","0","491"
"3204","20160403161051","26","01","Part time","01","630","0","30"
"3205","20160403161052","62","02","Full time","01","450","0","240"
"3206","20160403161058","42","02","Part time","01","722","0","150"
"3207","20160403161059","52","01","Full time","01","450","0","125"
"3208","20160403161060","74","02","No answer","02","540","0","580"
"3209","20160403161061","25","01","No answer","01","705","195","60"
"3210","20160403161062","43","01","Full time","01","635","0","105"
"3211","20160403161063","34","01","Full time","01","485","0","0"
"3212","20160403161069","70","02","No answer","01","930","0","150"
"3213","20160403161075","34","01","Full time","01","540","0","180"
"3214","20160403161084","45","02","No answer","01","683","0","480"
"3215","20160403161089","67","02","No answer","02","279","0","630"
"3216","20160403161095","51","02","Full time","01","546","0","30"
"3217","20160403161101","48","01","Full time","01","240","0","0"
"3218","20160403161102","16","01","No answer","02","458","0","500"
"3219","20160403161106","77","02","No answer","02","570","0","537"
"3220","20160403161109","33","02","No answer","01","525","0","175"
"3221","20160403161115","46","02","No answer","01","624","0","150"
"3222","20160403161118","55","02","Part time","01","480","0","178"
"3223","20160403161119","39","02","Part time","01","537","0","31"
"3224","20160403161122","85","02","No answer","02","465","0","430"
"3225","20160403161123","58","02","Full time","01","465","0","75"
"3226","20160403161132","21","02","Part time","01","570","0","210"
"3227","20160403161135","42","02","Full time","01","590","0","230"
"3228","20160403161136","70","01","Full time","01","420","0","120"
"3229","20160403161137","80","02","No answer","02","594","0","336"
"3230","20160403161138","51","02","Full time","01","479","90","90"
"3231","20160403161139","42","02","Part time","01","570","0","422"
"3232","20160403161141","56","02","No answer","01","585","0","210"
"3233","20160403161146","49","01","Full time","01","555","0","265"
"3234","20160403161150","31","02","Full time","01","425","0","70"
"3235","20160403161155","52","02","Full time","01","419","180","210"
"3236","20160403161156","70","01","No answer","02","450","0","360"
"3237","20160403161157","33","01","Full time","01","450","0","87"
"3238","20160403161159","29","02","Full time","01","480","0","300"
"3239","20160403161165","42","01","Full time","01","680","0","0"
"3240","20160403161171","42","02","Full time","01","640","245","170"
"3241","20160403161178","47","01","Full time","01","400","0","240"
"3242","20160403161179","62","01","No answer","01","840","0","540"
"3243","20160403161181","37","01","Full time","01","510","0","140"
"3244","20160403161188","50","02","Full time","01","750","0","235"
"3245","20160403161190","78","02","No answer","02","475","0","683"
"3246","20160403161191","68","01","Full time","01","460","0","50"
"3247","20160403161192","17","01","No answer","01","930","0","395"
"3248","20160403161193","19","01","Part time","01","640","90","275"
"3249","20160403161197","36","01","Full time","01","395","0","60"
"3250","20160403161201","79","02","No answer","01","620","0","300"
"3251","20160403161206","72","01","No answer","01","590","0","606"
"3252","20160403161210","52","01","Full time","01","285","0","220"
"3253","20160403161212","46","01","Full time","01","490","0","0"
"3254","20160403161213","29","02","Part time","01","595","0","200"
"3255","20160403161215","18","01","No answer","02","715","0","155"
"3256","20160403161219","53","01","Full time","01","480","0","291"
"3257","20160403161222","46","01","Full time","01","385","0","165"
"3258","20160403161224","59","01","No answer","02","495","0","335"
"3259","20160403161227","44","02","Full time","02","500","0","585"
"3260","20160403161228","32","02","Full time","02","720","0","130"
"3261","20160403161230","43","02","Full time","01","450","0","190"
"3262","20160403161233","85","02","No answer","01","630","0","185"
"3263","20160403161236","80","02","Full time","02","600","0","240"
"3264","20160403161246","51","01","Full time","01","634","0","495"
"3265","20160403161249","59","01","Full time","01","244","0","0"
"3266","20160403161253","25","02","Full time","01","510","0","172"
"3267","20160403161256","52","02","No answer","02","495","0","240"
"3268","20160403161258","43","01","No answer","02","360","0","575"
"3269","20160403161259","59","02","No answer","01","628","0","155"
"3270","20160403161261","37","01","Part time","01","510","0","250"
"3271","20160403161265","80","02","No answer","01","600","0","630"
"3272","20160403161266","16","01","No answer","01","519","107","111"
"3273","20160403161267","44","02","Full time","02","455","0","95"
"3274","20160403161268","49","02","Full time","01","544","0","300"
"3275","20160403161269","85","01","No answer","02","900","0","520"
"3276","20160403161277","32","01","Full time","01","445","0","105"
"3277","20160403161286","53","01","No answer","02","420","0","306"
"3278","20160403161287","43","01","Full time","01","510","0","35"
"3279","20160403161288","85","02","No answer","02","630","0","440"
"3280","20160403161289","34","01","Full time","01","395","0","35"
"3281","20160403161294","27","02","Full time","01","660","0","575"
"3282","20160403161296","74","01","No answer","01","610","0","215"
"3283","20160403161298","32","02","Full time","01","330","0","150"
"3284","20160403161299","78","02","No answer","01","570","0","400"
"3285","20160403161300","74","01","No answer","01","450","0","765"
"3286","20160403161301","43","02","Full time","01","640","0","153"
"3287","20160403161302","50","01","Full time","01","540","0","60"
"3288","20160403161305","37","01","Full time","01","460","0","0"
"3289","20160403161315","32","01","Full time","01","290","0","120"
"3290","20160403161320","46","02","Full time","01","480","0","60"
"3291","20160403161322","56","02","Full time","01","690","0","120"
"3292","20160403161326","41","02","No answer","01","555","0","150"
"3293","20160403161331","67","01","No answer","02","660","0","0"
"3294","20160403161332","50","01","Full time","01","660","0","370"
"3295","20160403161340","30","02","Full time","01","520","0","30"
"3296","20160403161341","29","01","Full time","01","435","0","210"
"3297","20160403161342","48","02","Full time","01","570","0","20"
"3298","20160403161343","42","02","Part time","01","510","120","60"
"3299","20160403161344","42","01","Full time","01","495","0","150"
"3300","20160403161345","39","02","Full time","01","555","0","0"
"3301","20160403161346","46","01","Full time","01","366","0","190"
"3302","20160403161347","85","02","No answer","02","600","0","420"
"3303","20160403161351","15","02","No answer","01","630","195","185"
"3304","20160403161358","39","01","Full time","01","510","0","145"
"3305","20160403161364","37","02","Part time","01","470","0","135"
"3306","20160403161366","64","02","Part time","01","505","0","308"
"3307","20160403161376","67","02","Part time","01","480","0","348"
"3308","20160403161377","37","01","Full time","01","414","0","60"
"3309","20160403161381","64","02","Full time","02","405","0","50"
"3310","20160403161382","55","02","Full time","01","540","0","274"
"3311","20160403161384","70","02","No answer","01","480","0","215"
"3312","20160403161391","42","02","Full time","01","555","0","0"
"3313","20160403161400","51","02","Full time","01","540","0","268"
"3314","20160403161401","60","01","Part time","01","480","0","170"
"3315","20160403161402","57","01","Full time","01","180","0","300"
"3316","20160403161403","76","01","No answer","01","565","0","120"
"3317","20160403161409","52","01","Full time","01","420","0","439"
"3318","20160403161410","17","02","Part time","01","540","0","30"
"3319","20160403161412","31","02","Full time","01","210","0","323"
"3320","20160403161415","70","02","No answer","01","585","0","57"
"3321","20160403161419","78","02","No answer","01","480","0","457"
"3322","20160403161421","70","01","No answer","01","600","0","497"
"3323","20160403161422","85","02","No answer","02","809","0","485"
"3324","20160403161435","65","01","Full time","01","210","0","330"
"3325","20160403161437","40","01","Full time","01","650","0","300"
"3326","20160403161442","38","02","Full time","01","580","0","10"
"3327","20160403161443","69","01","Full time","01","480","0","415"
"3328","20160403161450","45","01","Full time","01","390","0","60"
"3329","20160403161451","74","01","Part time","02","540","0","520"
"3330","20160403161456","80","02","No answer","01","570","0","748"
"3331","20160403161461","65","02","No answer","01","530","0","410"
"3332","20160403161462","57","01","Full time","02","510","0","216"
"3333","20160403161464","63","02","No answer","01","540","0","223"
"3334","20160403161473","37","02","No answer","01","525","0","125"
"3335","20160403161475","38","02","No answer","01","355","0","135"
"3336","20160403161477","72","02","No answer","02","600","0","225"
"3337","20160403161478","62","01","Part time","01","655","0","345"
"3338","20160403161480","55","02","Full time","01","480","0","360"
"3339","20160403161481","16","02","Part time","01","495","130","30"
"3340","20160403161487","77","02","No answer","02","415","0","260"
"3341","20160403161489","36","02","No answer","01","480","0","155"
"3342","20160403161492","42","02","Full time","01","307","0","150"
"3343","20160403161493","63","02","Full time","01","495","0","350"
"3344","20160403161494","75","02","No answer","01","422","0","510"
"3345","20160403161502","55","02","Full time","01","688","0","46"
"3346","20160403161504","74","01","No answer","01","630","0","375"
"3347","20160403161508","41","02","Full time","01","215","0","30"
"3348","20160403161512","76","01","No answer","01","360","0","479"
"3349","20160403161522","71","02","No answer","02","571","0","380"
"3350","20160403161530","50","01","Full time","01","535","0","130"
"3351","20160403161531","44","02","Full time","01","480","0","110"
"3352","20160403161534","35","02","Full time","01","595","0","300"
"3353","20160403161535","40","02","Full time","01","480","0","135"
"3354","20160403161538","36","02","No answer","01","645","0","150"
"3355","20160403161539","63","02","Part time","01","495","0","120"
"3356","20160403161544","29","01","Full time","01","360","0","250"
"3357","20160403161547","15","01","No answer","01","620","240","360"
"3358","20160403161548","38","02","Full time","01","430","0","215"
"3359","20160403161549","62","02","No answer","01","510","0","495"
"3360","20160403161555","54","02","Full time","01","330","0","210"
"3361","20160403161558","85","02","No answer","02","690","0","510"
"3362","20160403161564","32","02","No answer","01","548","0","0"
"3363","20160403161567","80","01","Full time","02","420","0","215"
"3364","20160403161569","56","02","Full time","02","640","0","180"
"3365","20160403161577","57","02","Full time","01","435","0","281"
"3366","20160403161578","50","01","Full time","01","560","0","367"
"3367","20160403161579","80","02","No answer","02","500","0","540"
"3368","20160403161580","28","01","Full time","01","500","0","188"
"3369","20160403161583","42","02","Full time","01","470","0","70"
"3370","20160403161585","79","02","No answer","01","540","0","625"
"3371","20160403161586","57","01","Full time","01","420","0","15"
"3372","20160403161588","42","02","Full time","01","480","0","118"
"3373","20160403161591","80","01","No answer","01","660","0","615"
"3374","20160403161592","73","02","No answer","02","580","0","455"
"3375","20160403161594","44","02","No answer","01","525","75","110"
"3376","20160403161595","38","02","Part time","01","525","0","292"
"3377","20160403161599","44","01","Full time","01","630","0","385"
"3378","20160403161604","29","02","Full time","01","490","0","180"
"3379","20160403161606","56","02","No answer","02","609","0","210"
"3380","20160403161611","52","02","Part time","01","600","0","190"
"3381","20160403161614","32","01","Full time","01","478","0","450"
"3382","20160403161617","47","01","Full time","01","390","0","266"
"3383","20160403161641","16","01","No answer","01","519","0","394"
"3384","20160403161644","37","01","Full time","01","285","0","165"
"3385","20160403161645","54","02","Full time","01","500","0","480"
"3386","20160403161648","60","02","No answer","01","510","0","760"
"3387","20160403161649","60","02","No answer","02","434","0","466"
"3388","20160403161650","19","02","Part time","01","645","350","110"
"3389","20160403161651","36","01","Full time","01","480","0","90"
"3390","20160403161656","33","02","Full time","01","480","0","150"
"3391","20160403161658","66","02","Part time","01","345","0","352"
"3392","20160403161659","35","02","Full time","01","645","0","80"
"3393","20160403161663","63","02","Part time","01","495","0","650"
"3394","20160403161667","50","01","Full time","01","630","0","374"
"3395","20160403161670","36","01","Full time","01","510","0","90"
"3396","20160403161675","51","02","Full time","01","630","0","210"
"3397","20160403161677","71","02","No answer","02","522","0","600"
"3398","20160403161678","44","01","Full time","01","690","0","265"
"3399","20160403161680","62","01","Full time","01","405","0","270"
"3400","20160403161685","17","02","Part time","01","570","300","475"
"3401","20160403161687","65","01","No answer","01","600","0","310"
"3402","20160403161690","66","02","Full time","01","330","0","360"
"3403","20160403161699","42","01","Full time","01","360","0","60"
"3404","20160403161703","59","02","Part time","01","465","0","730"
"3405","20160403161704","42","02","Part time","01","510","0","190"
"3406","20160403161705","48","01","Full time","01","535","0","0"
"3407","20160403161707","42","01","Full time","01","631","0","345"
"3408","20160403161710","26","02","Full time","01","600","0","515"
"3409","20160403161711","15","01","No answer","01","515","0","115"
"3410","20160403161713","48","01","Full time","01","585","0","0"
"3411","20160403161714","40","02","Part time","01","515","0","429"
"3412","20160403161722","55","02","Full time","01","660","0","259"
"3413","20160403161723","38","02","Full time","01","535","0","130"
"3414","20160403161724","78","01","No answer","01","540","0","200"
"3415","20160403161725","48","01","Full time","01","360","0","0"
"3416","20160403161726","48","02","Full time","01","715","0","540"
"3417","20160403161730","63","01","No answer","01","570","0","100"
"3418","20160403161733","62","01","Full time","01","405","0","240"
"3419","20160403161734","68","01","No answer","02","465","0","285"
"3420","20160403161736","64","02","Part time","02","573","0","200"
"3421","20160403161739","59","02","Full time","01","600","0","295"
"3422","20160403161744","25","01","Full time","01","719","0","272"
"3423","20160403161745","50","01","Full time","01","450","0","94"
"3424","20160403161751","85","02","No answer","02","600","0","650"
"3425","20160403161754","58","02","Full time","02","450","0","330"
"3426","20160403161759","46","02","Full time","01","600","0","365"
"3427","20160403161763","59","02","Part time","01","520","0","120"
"3428","20160403161766","73","02","Part time","01","560","0","130"
"3429","20160403161767","85","02","No answer","02","1000","0","394"
"3430","20160403161772","47","02","Full time","01","480","0","240"
"3431","20160403161774","32","02","No answer","01","495","0","110"
"3432","20160403161779","46","02","Full time","01","540","0","279"
"3433","20160403161780","54","02","Full time","01","1055","0","335"
"3434","20160403161783","44","02","Full time","01","450","0","140"
"3435","20160403161791","49","02","No answer","02","420","0","400"
"3436","20160403161796","66","01","No answer","02","690","0","220"
"3437","20160403161797","21","01","Full time","01","600","0","90"
"3438","20160403161802","49","02","Full time","01","630","0","0"
"3439","20160403161805","15","02","No answer","01","495","120","120"
"3440","20160403161806","64","02","Part time","01","440","0","310"
"3441","20160403161808","47","02","No answer","01","570","0","441"
"3442","20160403161809","58","02","No answer","01","685","0","301"
"3443","20160403161810","27","02","No answer","01","596","0","160"
"3444","20160403161813","38","02","Full time","01","670","0","560"
"3445","20160403161815","53","02","Full time","01","630","0","300"
"3446","20160403161817","66","01","No answer","02","641","0","90"
"3447","20160403161818","49","02","Part time","01","560","0","130"
"3448","20160403161819","66","02","Full time","01","627","0","382"
"3449","20160403161820","59","01","Full time","01","625","0","120"
"3450","20160403161827","46","01","Full time","01","450","0","304"
"3451","20160403161834","57","02","Full time","01","390","0","340"
"3452","20160403161836","26","02","No answer","01","480","0","375"
"3453","20160403161841","64","01","Full time","01","450","0","260"
"3454","20160403161845","64","01","Full time","01","600","0","435"
"3455","20160403161847","44","02","Part time","01","540","0","265"
"3456","20160403161850","52","02","Part time","01","660","0","351"
"3457","20160403161852","31","01","Full time","01","411","0","0"
"3458","20160403161854","49","01","Full time","01","450","0","179"
"3459","20160403161855","20","02","Full time","01","465","0","60"
"3460","20160403161859","35","01","Full time","01","600","0","645"
"3461","20160403161863","30","02","Part time","01","739","0","420"
"3462","20160403161867","60","01","Full time","01","500","0","115"
"3463","20160403161871","32","01","Part time","01","314","0","165"
"3464","20160403161874","42","02","No answer","01","390","0","540"
"3465","20160403161876","29","02","Full time","01","347","0","90"
"3466","20160403161879","71","02","No answer","02","420","0","865"
"3467","20160403161881","63","01","Full time","01","570","0","240"
"3468","20160403161885","42","02","No answer","02","708","0","703"
"3469","20160403161886","59","02","No answer","01","675","0","270"
"3470","20160403161887","18","01","No answer","01","505","135","167"
"3471","20160403161891","37","02","Part time","01","600","0","415"
"3472","20160403161892","17","02","No answer","01","525","88","0"
"3473","20160403161893","15","01","No answer","01","570","210","90"
"3474","20160403161896","25","01","Full time","02","420","0","140"
"3475","20160403161897","55","02","Full time","01","545","0","195"
"3476","20160403161899","38","01","Full time","01","525","0","60"
"3477","20160403161900","75","02","No answer","02","620","0","650"
"3478","20160403161902","42","02","Full time","02","720","0","220"
"3479","20160403161904","54","01","No answer","02","685","0","570"
"3480","20160403161908","20","02","Part time","01","673","0","250"
"3481","20160403161910","45","02","Full time","01","495","60","146"
"3482","20160403161912","29","02","Full time","01","540","0","120"
"3483","20160403161913","70","02","No answer","01","660","0","60"
"3484","20160403161915","63","02","No answer","02","600","0","0"
"3485","20160403161917","48","01","Full time","01","410","0","310"
"3486","20160403161919","65","02","No answer","02","270","0","315"
"3487","20160403161921","35","02","No answer","01","490","0","315"
"3488","20160403161926","64","01","No answer","02","263","0","813"
"3489","20160403161934","32","02","No answer","01","540","0","70"
"3490","20160403161935","38","02","Full time","01","415","0","55"
"3491","20160403161939","57","01","Full time","01","460","0","540"
"3492","20160403161940","75","02","No answer","01","505","0","285"
"3493","20160403161942","68","02","No answer","01","714","0","190"
"3494","20160403161943","23","02","Full time","01","345","0","245"
"3495","20160403161944","80","02","No answer","01","420","0","350"
"3496","20160403161945","70","02","No answer","01","480","0","250"
"3497","20160403161956","34","02","Full time","01","444","0","0"
"3498","20160403161957","43","01","Full time","01","570","0","625"
"3499","20160403161960","34","01","Full time","01","510","0","120"
"3500","20160403161961","57","02","Full time","01","390","0","306"
"3501","20160403161968","30","01","Full time","01","660","0","60"
"3502","20160403161969","25","02","Full time","01","493","0","0"
"3503","20160403161976","50","01","Full time","01","570","0","130"
"3504","20160403161977","46","02","Part time","02","431","0","85"
"3505","20160403161981","41","01","Full time","01","660","0","280"
"3506","20160403161982","37","02","Full time","01","713","0","90"
"3507","20160403161984","52","01","Full time","01","390","0","364"
"3508","20160403161988","63","02","Part time","01","510","0","115"
"3509","20160403161989","79","02","No answer","01","530","0","0"
"3510","20160403161994","66","02","No answer","02","645","0","498"
"3511","20160403161995","61","02","Full time","01","530","0","635"
"3512","20160403161999","27","02","Full time","01","614","0","90"
"3513","20160403162008","57","02","No answer","01","480","0","390"
"3514","20160403162014","76","02","No answer","01","605","0","295"
"3515","20160403162015","80","02","No answer","01","480","0","605"
"3516","20160403162021","55","02","Full time","01","390","0","200"
"3517","20160403162023","55","01","Full time","01","512","0","30"
"3518","20160403162025","66","01","Full time","01","435","0","180"
"3519","20160403162029","41","01","Full time","01","240","0","805"
"3520","20160403162031","61","01","Full time","01","610","0","155"
"3521","20160403162037","79","02","No answer","01","600","0","435"
"3522","20160403162040","63","02","No answer","01","590","0","180"
"3523","20160403162043","58","02","Full time","01","510","0","195"
"3524","20160403162053","43","01","Full time","01","418","0","296"
"3525","20160403162054","52","01","Full time","01","390","0","135"
"3526","20160403162058","41","01","No answer","01","720","0","130"
"3527","20160403162059","66","02","No answer","02","690","0","240"
"3528","20160403162061","80","01","No answer","01","510","0","420"
"3529","20160403162065","31","01","Full time","01","474","0","355"
"3530","20160403162068","52","01","Full time","02","705","0","270"
"3531","20160403162072","31","02","No answer","01","510","0","235"
"3532","20160403162076","37","02","Full time","01","420","0","115"
"3533","20160403162079","35","01","Full time","01","588","0","206"
"3534","20160403162088","51","02","Full time","01","505","0","240"
"3535","20160403162091","71","02","No answer","01","570","0","300"
"3536","20160403162100","73","02","No answer","02","695","0","150"
"3537","20160403162107","80","02","No answer","02","660","0","285"
"3538","20160403162109","24","02","Full time","01","480","0","120"
"3539","20160403162112","24","02","Full time","01","570","0","760"
"3540","20160403162113","63","01","No answer","01","640","0","475"
"3541","20160403162117","26","02","Part time","01","682","360","120"
"3542","20160403162118","44","01","Full time","01","465","0","15"
"3543","20160403162121","36","01","Full time","01","450","0","100"
"3544","20160403162124","45","01","Full time","01","445","0","184"
"3545","20160403162125","67","01","Part time","01","450","0","413"
"3546","20160403162127","80","01","No answer","01","537","0","857"
"3547","20160403162133","65","02","No answer","01","460","0","685"
"3548","20160403162143","17","02","Part time","01","690","0","345"
"3549","20160403162153","18","01","Full time","01","1095","0","130"
"3550","20160403162154","63","02","Full time","01","525","0","240"
"3551","20160403162161","52","01","Full time","01","535","0","30"
"3552","20160403162168","61","01","Part time","01","422","0","275"
"3553","20160403162170","38","02","Full time","01","390","0","120"
"3554","20160403162172","55","02","Full time","01","465","0","205"
"3555","20160403162177","25","02","Full time","01","777","0","60"
"3556","20160403162178","15","01","No answer","01","533","0","830"
"3557","20160403162179","56","02","Part time","02","840","0","360"
"3558","20160403162180","80","02","No answer","01","455","0","230"
"3559","20160403162183","37","02","No answer","01","634","0","180"
"3560","20160403162185","30","01","Full time","01","450","0","30"
"3561","20160403162190","16","02","No answer","01","357","0","215"
"3562","20160403162194","74","01","No answer","02","570","0","225"
"3563","20160403162195","68","01","Full time","01","450","0","175"
"3564","20160403162197","77","02","No answer","01","555","0","540"
"3565","20160403162199","74","02","Part time","01","490","0","100"
"3566","20160403162203","85","02","No answer","02","685","0","405"
"3567","20160403162207","57","02","Part time","01","480","0","0"
"3568","20160403162209","68","01","Full time","01","420","0","105"
"3569","20160403162210","77","01","Part time","02","495","0","570"
"3570","20160403162212","52","02","Full time","01","390","0","246"
"3571","20160403162214","16","01","No answer","01","630","0","120"
"3572","20160403162218","35","01","Full time","01","525","0","225"
"3573","20160403162220","43","02","Full time","01","560","0","240"
"3574","20160403162221","56","01","Full time","01","480","0","660"
"3575","20160403162226","73","01","No answer","01","370","0","390"
"3576","20160403162230","19","02","No answer","01","600","265","0"
"3577","20160403162233","50","01","Full time","01","615","0","130"
"3578","20160403162234","29","02","No answer","01","715","0","170"
"3579","20160403162237","80","01","Part time","01","895","0","270"
"3580","20160403162238","24","02","Full time","01","390","0","320"
"3581","20160403162240","59","01","No answer","01","649","0","308"
"3582","20160403162241","77","02","No answer","01","536","0","645"
"3583","20160403162246","50","01","Full time","01","537","0","455"
"3584","20160403162253","37","01","Full time","01","540","0","264"
"3585","20160403162254","76","02","No answer","01","600","0","90"
"3586","20160403162257","71","02","No answer","01","590","0","205"
"3587","20160403162259","44","02","No answer","02","570","0","855"
"3588","20160403162262","50","01","Full time","01","300","0","135"
"3589","20160403162264","39","01","Full time","01","600","0","0"
"3590","20160403162266","16","01","No answer","01","724","0","265"
"3591","20160403162268","31","01","Full time","01","300","0","285"
"3592","20160403162275","69","01","No answer","01","600","0","355"
"3593","20160403162284","28","01","Full time","01","480","0","900"
"3594","20160403162291","35","02","Full time","01","450","0","375"
"3595","20160403162299","42","02","No answer","01","495","0","60"
"3596","20160403162301","57","02","Full time","01","800","0","150"
"3597","20160403162304","60","02","Full time","01","475","0","60"
"3598","20160403162308","52","01","Part time","01","329","0","85"
"3599","20160403162315","41","01","Full time","01","600","0","0"
"3600","20160403162319","25","02","Part time","01","450","0","200"
"3601","20160403162324","26","02","Full time","01","690","0","150"
"3602","20160403162331","27","02","Full time","01","480","0","115"
"3603","20160403162332","67","01","No answer","01","540","0","260"
"3604","20160403162333","58","01","Full time","01","600","0","240"
"3605","20160403162334","68","02","No answer","02","510","0","490"
"3606","20160403162336","75","02","Full time","01","440","0","200"
"3607","20160403162338","36","01","Full time","01","480","0","25"
"3608","20160403162340","39","02","Full time","01","450","0","50"
"3609","20160403162341","58","02","Full time","01","603","0","0"
"3610","20160403162342","38","01","Part time","01","300","0","302"
"3611","20160403162344","30","01","Full time","01","770","0","70"
"3612","20160403162345","72","01","No answer","01","600","0","573"
"3613","20160403162353","45","02","No answer","02","600","0","475"
"3614","20160403162355","41","02","No answer","01","480","0","165"
"3615","20160403162356","65","01","Part time","01","550","0","130"
"3616","20160403162358","33","01","Part time","01","345","75","220"
"3617","20160403162359","42","02","Full time","01","435","0","300"
"3618","20160403162367","63","02","No answer","01","480","0","585"
"3619","20160403162368","45","01","Full time","01","480","0","770"
"3620","20160403162369","66","01","No answer","01","500","0","407"
"3621","20160403162375","16","02","Part time","01","585","0","420"
"3622","20160403162376","42","02","Full time","01","690","0","45"
"3623","20160403162378","61","02","No answer","01","750","0","590"
"3624","20160403162379","39","02","Full time","01","555","0","110"
"3625","20160403162384","73","01","No answer","01","785","0","180"
"3626","20160403162385","62","02","Full time","01","489","0","125"
"3627","20160403162386","30","01","Full time","01","525","0","125"
"3628","20160403162389","72","02","No answer","01","465","0","295"
"3629","20160403162391","26","02","Full time","01","555","0","70"
"3630","20160403162393","32","02","Full time","01","500","0","150"
"3631","20160403162394","72","02","Full time","01","505","0","60"
"3632","20160403162395","73","01","Full time","01","420","0","30"
"3633","20160403162396","54","01","Full time","01","570","0","315"
"3634","20160403162397","30","02","No answer","01","320","0","60"
"3635","20160403162398","80","01","No answer","01","930","0","360"
"3636","20160403162400","65","01","No answer","02","595","0","247"
"3637","20160403162401","52","02","Part time","01","435","0","75"
"3638","20160403162403","70","01","No answer","02","780","0","625"
"3639","20160403162407","72","02","No answer","01","525","0","524"
"3640","20160403162408","85","02","No answer","01","470","0","502"
"3641","20160403162414","38","02","Full time","01","420","0","30"
"3642","20160403162415","85","01","No answer","02","772","0","330"
"3643","20160403162416","22","02","Full time","01","540","0","75"
"3644","20160403162420","44","02","Full time","01","660","0","220"
"3645","20160403162421","34","01","Full time","01","574","0","300"
"3646","20160403162425","46","02","No answer","01","420","0","181"
"3647","20160403162432","18","01","Part time","01","470","75","142"
"3648","20160403162437","57","02","Full time","01","570","0","380"
"3649","20160403162439","35","01","Full time","01","570","0","630"
"3650","20160403162446","61","02","Part time","01","560","0","360"
"3651","20160403162450","51","01","No answer","02","690","0","690"
"3652","20160403162456","35","02","Full time","01","450","0","0"
"3653","20160403162457","50","01","Part time","01","450","0","120"
"3654","20160403162463","52","02","Full time","01","485","0","45"
"3655","20160403162466","51","02","No answer","01","600","0","117"
"3656","20160403162469","54","02","No answer","01","730","0","247"
"3657","20160403162474","61","02","Full time","01","623","0","316"
"3658","20160403162475","17","02","No answer","01","720","0","629"
"3659","20160403162484","60","02","No answer","01","510","0","220"
"3660","20160403162490","80","02","No answer","02","585","0","315"
"3661","20160403162491","80","01","No answer","02","510","0","403"
"3662","20160403162495","47","01","Full time","01","345","0","125"
"3663","20160403162496","47","01","Full time","01","420","0","214"
"3664","20160403162502","33","02","Full time","01","495","0","50"
"3665","20160403162507","76","02","No answer","01","600","0","260"
"3666","20160403162509","37","02","No answer","01","600","0","125"
"3667","20160403162510","32","02","No answer","01","562","0","340"
"3668","20160403162518","85","02","No answer","02","540","0","330"
"3669","20160403162527","42","02","No answer","01","300","0","118"
"3670","20160403162534","69","01","No answer","02","720","0","225"
"3671","20160403162537","61","02","Full time","01","440","0","565"
"3672","20160404160008","47","01","No answer","01","780","0","445"
"3673","20160404160009","51","01","No answer","02","630","0","660"
"3674","20160404160025","34","02","Part time","01","630","0","297"
"3675","20160404160045","27","02","Full time","01","476","0","125"
"3676","20160404160051","27","02","Full time","01","475","0","180"
"3677","20160404160073","59","01","No answer","01","600","0","503"
"3678","20160404160083","31","01","No answer","01","900","0","240"
"3679","20160404160102","17","01","No answer","01","640","300","180"
"3680","20160404160109","48","01","No answer","02","210","0","1041"
"3681","20160404160120","57","01","No answer","02","360","0","1020"
"3682","20160404160145","19","02","No answer","01","358","150","110"
"3683","20160404160519","69","02","Part time","01","540","0","185"
"3684","20160404160537","58","01","Full time","01","540","0","210"
"3685","20160404160553","36","01","Full time","01","480","0","170"
"3686","20160404160558","29","02","No answer","01","525","0","455"
"3687","20160404160571","68","02","No answer","01","420","0","270"
"3688","20160404160575","76","02","No answer","02","180","0","0"
"3689","20160404160606","38","01","No answer","02","450","0","337"
"3690","20160404160612","68","01","Part time","01","377","0","345"
"3691","20160404160637","48","02","Full time","01","540","0","375"
"3692","20160404160648","33","01","Full time","01","435","0","0"
"3693","20160404160664","30","02","Full time","01","170","0","120"
"3694","20160404160666","58","02","Full time","01","480","0","420"
"3695","20160404160681","69","02","No answer","01","490","0","635"
